,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
125,-0.2263,2018-06-03 08:01:27+00:00,0.16,0.84,0.0,BBCWorld,RT @BBCBusiness: Jordanians in third night of tax rise protests https://t.co/WDGsu69AkZ,26
126,0.1779,2018-06-03 07:29:52+00:00,0.0,0.841,0.159,BBCWorld,Crafty crayfish removes own claw to escape China hotpot https://t.co/769fJGA0OA,27
127,-0.5994,2018-06-03 06:45:51+00:00,0.328,0.672,0.0,BBCWorld,Yosemite El Capitan: Two climbers fall to death https://t.co/RFQRT04NeJ,28
128,0.0,2018-06-03 05:44:02+00:00,0.0,1.0,0.0,BBCWorld,How I found my biological mother https://t.co/OaqSV3giXa,29
129,-0.25,2018-06-03 03:53:20+00:00,0.281,0.526,0.193,BBCWorld,Venezuela frees 40 jailed activists and politicians https://t.co/FUzDavdvlV,30
130,-0.6124,2018-06-03 01:50:16+00:00,0.286,0.714,0.0,BBCWorld,PC Sorcar: India's 'maharajah of magic' who terrified the UK https://t.co/u7PAOQquYW,31
131,-0.5267,2018-06-03 00:56:42+00:00,0.236,0.764,0.0,BBCWorld,Nicaragua police end church siege after day of terror in Masaya https://t.co/Ny6PmB4y2W,32
132,0.0,2018-06-03 00:28:20+00:00,0.0,1.0,0.0,BBCWorld,The secrets of a diary written on castle floorboards https://t.co/EJ0JZlSDtd,33
133,0.0,2018-06-03 00:28:20+00:00,0.0,1.0,0.0,BBCWorld,North Korea’s human rights: What Trump and Kim won't talk about https://t.co/GKRaISuNPa,34
134,0.0,2018-06-03 00:28:20+00:00,0.0,1.0,0.0,BBCWorld,Tomorrow's Cities: How Barcelona shushed noise-makers with sensors https://t.co/GxxzTaFPHU,35
135,-0.2263,2018-06-02 23:48:57+00:00,0.192,0.808,0.0,BBCWorld,Jordanians in third night of tax rise protests https://t.co/BMSkk2cuLD,36
136,-0.5994,2018-06-02 23:25:54+00:00,0.328,0.672,0.0,BBCWorld,The online war between Qatar and Saudi Arabia https://t.co/2veAFezuVh,37
137,0.0,2018-06-02 23:16:27+00:00,0.0,1.0,0.0,BBCWorld,Letter from Africa: Mali 'Spiderman' is the superhero of our modern age https://t.co/Bp6TZ4Xj55,38
138,-0.802,2018-06-02 22:50:29+00:00,0.506,0.494,0.0,BBCWorld,G7 ministers criticise US tariffs and warn of trade war https://t.co/EqrAb6xR5n,39
139,-0.7906,2018-06-02 21:30:43+00:00,0.467,0.533,0.0,BBCWorld,Thousands attend funeral for Palestinian nurse killed in Gaza https://t.co/b2A4EKGWFZ,40
140,0.0,2018-06-02 20:48:47+00:00,0.0,1.0,0.0,BBCWorld,Cuba to begin constitutional reforms to formalise ''opening-up' https://t.co/34HeDlM7ew,41
141,-0.6249,2018-06-02 20:39:41+00:00,0.362,0.638,0.0,BBCWorld,US teacher 'who fed sick puppy to snapping turtle' charged https://t.co/yxGK1PaNVs,42
142,-0.5574,2018-06-02 17:44:42+00:00,0.265,0.735,0.0,BBCWorld,Whale that died off Thailand had eaten 80 plastic bags https://t.co/hl8kQ3ZodI,43
143,-0.765,2018-06-02 16:34:28+00:00,0.485,0.515,0.0,BBCWorld,Gaza violence: Thousands attend funeral for Palestinian medic https://t.co/OjoOAmAAfQ,44
144,0.0,2018-06-02 16:25:51+00:00,0.0,1.0,0.0,BBCWorld,🤤 https://t.co/RKSxSSVI9o,45
145,-0.0258,2018-06-02 15:24:11+00:00,0.219,0.571,0.21,BBCWorld,Australia alert after ship loses 83 containers https://t.co/xRMA5dxI1r,46
146,-0.6808,2018-06-02 15:24:11+00:00,0.412,0.588,0.0,BBCWorld,South China Sea dispute: Beijing attacks 'irresponsible' US comments https://t.co/tJlmkD2ms5,47
147,0.0,2018-06-02 15:07:22+00:00,0.0,1.0,0.0,BBCWorld,"How an unusually large letter has helped bring Donald Trump and Kim Jong-un closer 

https://t.co/tcHuCfrcbH https://t.co/hRJt09OdCd",48
148,-0.802,2018-06-02 14:25:42+00:00,0.396,0.604,0.0,BBCWorld,Egypt's Sisi sworn in for second term with vow to fight terrorism https://t.co/58rrs2TMVw,49
149,0.0,2018-06-02 12:03:49+00:00,0.0,1.0,0.0,BBCWorld,"RT @BBCSport: Russian cosmonauts tested the official 2018 World Cup ball in the zero-gravity of the International Space Station.

🎥👉 https:…",50
150,0.0,2018-06-02 11:51:41+00:00,0.0,1.0,0.0,BBCWorld,Pedro Sánchez is sworn in as Spain's new prime minister https://t.co/sxArXV72nn,51
151,0.0,2018-06-02 10:23:45+00:00,0.0,1.0,0.0,BBCWorld,Kashmir unrest as protester run over by police dies https://t.co/VJDXsPttv3,52
152,0.0,2018-06-02 10:21:41+00:00,0.0,1.0,0.0,BBCWorld,"RT @bbcstories: ⚡️ “'I woke up and didn't recognise my wife'”

https://t.co/BwELl1oJgA",53
153,0.4767,2018-06-02 10:02:26+00:00,0.0,0.693,0.307,BBCWorld,Google 'to end' Pentagon Artificial Intelligence project https://t.co/IXXUpKf29W,54
154,0.2023,2018-06-02 09:36:50+00:00,0.0,0.847,0.153,BBCWorld,Buffalo Wild Wings apologises over 'awful' tweets in targeted hacking https://t.co/37mZYHsxbz,55
155,-0.2732,2018-06-02 07:34:12+00:00,0.087,0.913,0.0,BBCWorld,"RT @BBCSport: Morocco's bid to host the 2026 World Cup has passed a Fifa inspection.

But it's deemed ""high risk"" in three areas.

👉 https:…",56
156,-0.5719,2018-06-02 06:54:02+00:00,0.291,0.709,0.0,BBCWorld,Brian De Palma: Hollywood director writing Weinstein 'horror film' https://t.co/bURK1t4elJ,57
157,-0.296,2018-06-02 05:00:37+00:00,0.239,0.761,0.0,BBCWorld,US-North Korea: Trump gets a strangely large letter https://t.co/mrfZ0T0ilj,58
158,-0.6808,2018-06-02 04:01:07+00:00,0.412,0.588,0.0,BBCWorld,South China Sea dispute: Mattis says China 'intimidating neighbours' https://t.co/VqhLBO98sC,59
159,-0.6908,2018-06-02 00:16:21+00:00,0.449,0.551,0.0,BBCWorld,US millionaire charged with labourer's nuclear bunker death https://t.co/hW0qaYH0sl,60
160,0.4215,2018-06-02 00:01:51+00:00,0.0,0.714,0.286,BBCWorld,Why Iranians are sharing their #MeToo moments https://t.co/hegY10CRfU,61
161,-0.4404,2018-06-02 00:01:51+00:00,0.244,0.756,0.0,BBCWorld,"Are you scared yet? Meet Norman, the psychopathic AI https://t.co/rXqsnAfLj0",62
162,0.0,2018-06-02 00:01:51+00:00,0.0,1.0,0.0,BBCWorld,Russia 2018: Why a single nation may never host the World Cup again https://t.co/oyA3C3HSzr,63
163,0.0,2018-06-02 00:01:51+00:00,0.0,1.0,0.0,BBCWorld,Ramadan: Women's 'shame' of eating during menstruation https://t.co/rVn67vk68u,64
164,0.128,2018-06-02 00:01:51+00:00,0.233,0.485,0.282,BBCWorld,How Mozambique's ruby smugglers nurtured jihadists https://t.co/5qx8G06ivF,65
165,-0.3182,2018-06-02 00:01:51+00:00,0.247,0.753,0.0,BBCWorld,The women who fought against gender equality https://t.co/LPykX6hBe3,66
166,-0.4215,2018-06-01 23:36:00+00:00,0.359,0.641,0.0,BBCWorld,Street art where it's forbidden https://t.co/xeWrO0rVts,67
167,0.0,2018-06-01 23:36:00+00:00,0.0,1.0,0.0,BBCWorld,Belief in sorcery is rife in Papua New Guinea. https://t.co/BwnerF1TtN,68
168,-0.4939,2018-06-01 21:11:42+00:00,0.127,0.873,0.0,BBCWorld,"RT @BBCBreaking: Visa says cardholders should now be able to use their cards, with systems operating at ""close to normal"" levels, blaming e…",69
169,-0.5994,2018-06-01 20:38:58+00:00,0.281,0.719,0.0,BBCWorld,Five people die in US romaine lettuce E. coli outbreak https://t.co/EFV8nlUpVz,70
170,-0.3182,2018-06-01 20:17:07+00:00,0.223,0.777,0.0,BBCWorld,LA police led on bizarre slow car chase https://t.co/d10E98vWUe,71
171,0.0,2018-06-01 20:14:16+00:00,0.0,1.0,0.0,BBCWorld,Bare-knuckle boxing makes US comeback after 130 years https://t.co/SXVUPKR6P4,72
172,0.0,2018-06-01 19:45:17+00:00,0.0,1.0,0.0,BBCWorld,Trump: ‘It’s a get-to-know-you situation’ https://t.co/hBGPgbYuwg,73
173,-0.4939,2018-06-01 19:43:02+00:00,0.344,0.656,0.0,BBCWorld,Brazil Petrobras oil boss Pedro Parente resigns amid protests https://t.co/HikgL2CyG9,74
174,0.0387,2018-06-01 18:58:19+00:00,0.056,0.882,0.062,BBCWorld,"RT @awzurcher: Trump says the US had ""hundreds"" of new sanctions it was ready to impose on North Korea, but has decided for now not to impl…",75
175,0.0,2018-06-01 18:58:16+00:00,0.0,1.0,0.0,BBCWorld,"RT @awzurcher: After saying that the letter to him from Kim Jong-un was ""very nice"", Trump now says that he hasn't read or even opened the…",76
176,-0.5267,2018-06-01 18:58:13+00:00,0.167,0.833,0.0,BBCWorld,RT @awzurcher: One thing Trump says he *didn't* talk about with Kim Yong-Chol: North Korean human rights violations.,77
177,0.0,2018-06-01 18:58:09+00:00,0.0,1.0,0.0,BBCWorld,"RT @awzurcher: Trump downplays objectives for Singapore summit: ""We’re not going to go in and sign something on June 12.""",78
178,0.0,2018-06-01 18:47:06+00:00,0.0,1.0,0.0,BBCWorld,"RT @BBCBreaking: Donald Trump's summit with Kim Jong-un on 12 June is back on, the US president says, a week after it was scrapped https://…",79
179,0.2023,2018-06-01 17:38:28+00:00,0.0,0.816,0.184,BBCWorld,Top North Korean official arrives at White House https://t.co/66DjTm20Hf,80
180,0.0,2018-06-01 17:15:11+00:00,0.0,1.0,0.0,BBCWorld,World Cup 2018: Nigeria kit sells out after three million pre-orders https://t.co/m1U4Q275NT,81
181,-0.0516,2018-06-01 17:04:15+00:00,0.132,0.743,0.125,BBCWorld,"RT @BBCNews: ""Nobody wins in a trade war, there are only casualties""

Trade Sec Liam Fox reacts to US steel tariffs, saying it's ""very, ver…",82
182,0.0,2018-06-01 17:03:58+00:00,0.0,1.0,0.0,BBCWorld,RT @BBCSteveR: The USSR still exists (as an ice cream) https://t.co/DaUeeIExh4,83
183,0.0,2018-06-01 17:02:30+00:00,0.0,1.0,0.0,BBCWorld,"Michael Rotondo, evicted New York son, moves out after Lego row https://t.co/DIjiyz5wXI",84
184,-0.5256,2018-06-01 17:02:28+00:00,0.139,0.861,0.0,BBCWorld,"RT @BBCNews: Prime Minister Theresa May says she's ""deeply disappointed"" by US tariffs, calling for UK and EU to be ""permanently exempted""…",85
185,0.0,2018-06-01 16:04:55+00:00,0.0,1.0,0.0,BBCWorld,US school official convicted for shooting teen over drugs https://t.co/yKc0dQBEQb,86
186,-0.5106,2018-06-01 15:51:08+00:00,0.163,0.837,0.0,BBCWorld,RT @BBCBreaking: Visa says some card payments are currently failing across the UK and elsewhere in Europe https://t.co/3IJ9nksdEc,87
187,-0.2732,2018-06-01 15:29:17+00:00,0.231,0.769,0.0,BBCWorld,US jobless rate falls to 18-year low https://t.co/gzuLatm6dP,88
188,0.0,2018-06-01 15:24:11+00:00,0.0,1.0,0.0,BBCWorld,Vogue Arabia defends Saudi princess cover https://t.co/cYCDe6Ypbt,89
189,-0.6369,2018-06-01 15:21:21+00:00,0.16,0.84,0.0,BBCWorld,"""Sometimes I even cook with it. Put it in food and eat it"" 💊💊
How the abuse of painkiller Tramadol is sweeping thro… https://t.co/Hh7ANZkmr9",90
190,0.0,2018-06-01 14:54:48+00:00,0.0,1.0,0.0,BBCWorld,Kenyan officials to take polygraph tests to tackle corruption https://t.co/N1wtJx6Wy4,91
191,0.128,2018-06-01 14:53:27+00:00,0.0,0.941,0.059,BBCWorld,"RT @BBCNewsbeat: Kanye West has just dropped his seven track album, #Ye and he launched it last night in the most Kanye West way imaginable…",92
192,0.0,2018-06-01 14:52:29+00:00,0.0,1.0,0.0,BBCWorld,Italy populists in power: What now? https://t.co/hqMo2BHSER,93
193,0.0,2018-06-01 14:28:59+00:00,0.0,1.0,0.0,BBCWorld,Giuseppe Conte sworn in as Italian PM as coalition government formed of Italy's two main populist parties… https://t.co/74spmNB0eY,94
194,0.3182,2018-06-01 14:14:20+00:00,0.0,0.753,0.247,BBCWorld,"Trump tariffs: US wants 'free, fair trade' https://t.co/IuVXDD3Nm7",95
195,0.3612,2018-06-01 14:14:18+00:00,0.0,0.783,0.217,BBCWorld,Uganda to build 'Idi Amin museum' to attract tourists https://t.co/Pk4pXFm99d,96
196,-0.7845,2018-06-01 14:14:18+00:00,0.463,0.537,0.0,BBCWorld,Trump: Samantha Bee should be fired for Ivanka insult https://t.co/GUtKJpUPwM,97
197,0.0,2018-06-01 13:17:25+00:00,0.0,1.0,0.0,BBCWorld,"RT @bbcworldservice: After fleeing persecution in Eritrea, Pastor Daniel Habtey found himself delivering a baby on a sinking ship in the mi…",98
198,0.0,2018-06-01 13:11:21+00:00,0.0,1.0,0.0,BBCWorld,"""That individual is now a household name. He is a celebrity."" 
Florida students reignite debate on whether media is… https://t.co/KtKu7hUYXI",99
199,-0.3818,2018-06-01 13:07:14+00:00,0.224,0.776,0.0,BBCWorld,RT @BBCAfrica: Tramadol emboldens vigilantes to fight Boko Haram https://t.co/f3xiT3dvuU,100
200,0.0,2018-06-04 02:18:05+00:00,0.0,1.0,0.0,CBSNews,Residents surrounded by lava on Hawaii's Big Island https://t.co/x23Tnj7uZ1 https://t.co/NDpfwc79J9,1
201,-0.8807,2018-06-04 02:00:56+00:00,0.375,0.625,0.0,CBSNews,"The eruption of Guatemala's Volcan de Fuego has killed at least six, injured 20, and forced 3,100 to evacuate… https://t.co/DQxHbqy1mC",2
202,-0.7003,2018-06-04 01:40:37+00:00,0.362,0.638,0.0,CBSNews,A San Diego officer accidentally shot himself while pursuing a hit-and-run suspect brandishing a weapon was eventua… https://t.co/0lW5wq4S6D,3
203,0.0,2018-06-04 01:20:36+00:00,0.0,1.0,0.0,CBSNews,"Delta Air Lines is ""conducting a thorough review of the situation"" after a Pomeranian on a flight from Newark to Ph… https://t.co/yptBqi6CPL",4
204,-0.2023,2018-06-04 01:01:16+00:00,0.186,0.619,0.195,CBSNews,"Jury acquits deputy, awards $4 to family in wrongful death suit of 30-year-old father https://t.co/Ox6TNQdmbg https://t.co/79JaEc6iKC",5
205,-0.3612,2018-06-04 00:40:35+00:00,0.143,0.857,0.0,CBSNews,Indiana police officers gather for the high school graduation of the daughter of a fallen trooper… https://t.co/NCJl207aYg,6
206,-0.34,2018-06-04 00:33:05+00:00,0.194,0.806,0.0,CBSNews,Brush fire forces thousands to evacuate parts of Southern California https://t.co/4LzRj0Rf6e,7
207,-0.5859,2018-06-04 00:20:35+00:00,0.16,0.84,0.0,CBSNews,"""It's not one person and then it stops"": Lara Logan breaks silence on her sexual assault during the Egyptian Revolu… https://t.co/ZiC7I9xjJv",8
208,0.0,2018-06-04 00:18:06+00:00,0.0,1.0,0.0,CBSNews,"Fourth-grader's rendition of John Lennon's ""Imagine"" goes viral https://t.co/c26K8vFaee https://t.co/3xvCNtxJGq",9
209,0.0,2018-06-04 00:03:06+00:00,0.0,1.0,0.0,CBSNews,Music of the streets: New York City's public pianos https://t.co/y3yK0f4CK0 https://t.co/UtTaa3Gyxx,10
210,0.0,2018-06-04 00:00:56+00:00,0.0,1.0,0.0,CBSNews,Woman who went into labor during final exam graduates from Harvard Law School with her daughter in her arms… https://t.co/Pku4PaN5I0,11
211,-0.3182,2018-06-03 23:48:04+00:00,0.204,0.796,0.0,CBSNews,"Remembering 1968: Robert F. Kennedy, and a generation's loss https://t.co/Iqkap0ukfn https://t.co/6pV5NHsY6I",12
212,0.0,2018-06-03 23:41:01+00:00,0.0,1.0,0.0,CBSNews,"""I'm an old dog, and this is a new trick"": Bill Clinton and James Patterson have co-authored a political thriller.… https://t.co/zp5ykvgxwJ",13
213,0.0,2018-06-03 23:33:06+00:00,0.0,1.0,0.0,CBSNews,Roadside America: A tiny slice of Americana https://t.co/fLkaPdSaXu https://t.co/8HnBu63nqY,14
214,-0.296,2018-06-03 23:20:30+00:00,0.109,0.891,0.0,CBSNews,"Not your average graduating senior, WWII veteran Roland Martineau missed getting his diploma in 1942, and finally g… https://t.co/RqdaZwOVmQ",15
215,-0.3875,2018-06-03 23:18:06+00:00,0.18,0.82,0.0,CBSNews,Jim Gaffigan on why he doesn't care about the Triple Crown https://t.co/Y94n9ZOhpA https://t.co/ChWa1kxAsn,16
216,0.0,2018-06-03 23:03:07+00:00,0.0,1.0,0.0,CBSNews,Bill Clinton and James Patterson co-author a political beach read https://t.co/mnHzkH507L https://t.co/ceFhuDkqCP,17
217,0.0,2018-06-03 23:01:02+00:00,0.083,0.833,0.083,CBSNews,"High school senior Tyler Solomon was moved to tears when his dad, who has been deployed overseas, surprised him at… https://t.co/ieSaL2Pk3c",18
218,-0.5994,2018-06-03 22:44:40+00:00,0.163,0.837,0.0,CBSNews,"The war in Afghanistan is the longest in US history. After over 16 years, a trillion dollars and 2400 American live… https://t.co/AJEhgD5IVI",19
219,0.0,2018-06-03 22:30:01+00:00,0.0,1.0,0.0,CBSNews,"Tonight on @60Minutes, meet Milwaukee Bucks star Giannis Antetokounmpo. Steve Kroft reports on the 23-year-old whos… https://t.co/n1yKVJV93K",20
220,-0.7003,2018-06-03 22:14:48+00:00,0.286,0.714,0.0,CBSNews,"2 climbers died after falling from Yosemite National Park's El Capitan, which looms 3,000 feet above the floor of Y… https://t.co/09wBAIkXe0",21
221,0.2263,2018-06-03 21:44:50+00:00,0.0,0.913,0.087,CBSNews,"Tonight, celebrity chef José Andrés has prepared more hot meals in Puerto Rico after Hurricane Maria than any of th… https://t.co/Ocu6CR9EH0",22
222,0.0,2018-06-03 21:30:01+00:00,0.0,1.0,0.0,CBSNews,Watch NBA Finals 2018: Cleveland Cavaliers vs. Golden State Warriors for the fourth consecutive year… https://t.co/8rmeHJVFAv,23
223,0.4191,2018-06-03 21:14:36+00:00,0.0,0.774,0.226,CBSNews,"Jimmy Fallon surprises Parkland students at high school graduation: ""Don't let anything stop you""… https://t.co/MbLpAlhT9N",24
224,-0.7184,2018-06-03 21:12:40+00:00,0.316,0.684,0.0,CBSNews,"Woman held gun to head, fired shots near San Diego marathon, police say https://t.co/zp2Xosaaeg https://t.co/SPJ1cyimW4",25
225,-0.6124,2018-06-03 21:03:27+00:00,0.202,0.734,0.064,CBSNews,"Woman admitted to shooting and killing husband, says it was because he beat family cat, police say… https://t.co/ZZPmyGZFSB",26
226,-0.4767,2018-06-03 20:40:44+00:00,0.237,0.763,0.0,CBSNews,Hang glider pilot dies in Idaho air show accident https://t.co/AlXgBl0PUQ https://t.co/bvrfnvMZ0V,27
227,-0.3182,2018-06-03 20:20:31+00:00,0.187,0.813,0.0,CBSNews,Remembering 1968: The loss of RFK fifty years ago https://t.co/3cZJURGRZN https://t.co/2g5mlSi8mD,28
228,0.0,2018-06-03 20:00:34+00:00,0.0,1.0,0.0,CBSNews,Woman who went into labor during final exam graduates from Harvard Law School with her daughter in her arms… https://t.co/8dSfQgQbZO,29
229,0.4215,2018-06-03 19:41:43+00:00,0.0,0.865,0.135,CBSNews,"""You may say I'm a dreamer...""
This 10-year-old performed John Lennon's ""Imagine"" for his school talent show and a… https://t.co/Qrhpn2XI8w",30
230,0.6908,2018-06-03 19:21:01+00:00,0.0,0.695,0.305,CBSNews,Stephen Stills and Judy Collins playing beautiful music together after breakup years ago https://t.co/huVOY3TTHp https://t.co/0vrjsmVBgr,31
231,0.0,2018-06-03 19:01:24+00:00,0.0,1.0,0.0,CBSNews,"One third of the Senate is up for election this year.
Here are seven Senate midterm elections you should watch out… https://t.co/gL1txKxySU",32
232,0.0,2018-06-03 18:39:53+00:00,0.0,1.0,0.0,CBSNews,Former President Bill Clinton and the world's bestselling author James Patterson co-author a political thriller… https://t.co/cSEtXfx79P,33
233,-0.0772,2018-06-03 18:20:58+00:00,0.106,0.894,0.0,CBSNews,FBI agent under investigation for accidental shooting at Denver nightclub https://t.co/dSpxmCiEC5 https://t.co/RN40AF71Sj,34
234,-0.2732,2018-06-03 17:59:50+00:00,0.13,0.87,0.0,CBSNews,Woman faces manslaughter charges after deadly hit-and-run at little league baseball field in Maine… https://t.co/ELwPLNNfiI,35
235,-0.2023,2018-06-03 17:44:30+00:00,0.127,0.779,0.094,CBSNews,"Rep. Will Hurd says he thinks it would be a ""terrible move"" for President Trump to pardon himself. 

""I think peopl… https://t.co/Z6UkRGwWgZ",36
236,-0.1027,2018-06-03 17:27:15+00:00,0.076,0.924,0.0,CBSNews,Who will pay for Kim Jong Un's hotel stay in Singapore during summit with President Trump? https://t.co/vwma70d4qg https://t.co/HgbBOdCAr3,37
237,0.4215,2018-06-03 17:01:20+00:00,0.0,0.823,0.177,CBSNews,"Fourth-grader's rendition of John Lennon's ""Imagine"" at school talent show goes viral https://t.co/B3D7QUCvtO https://t.co/kvzqTR9a1n",38
238,0.0,2018-06-03 16:59:39+00:00,0.0,1.0,0.0,CBSNews,North Korea experts' advice to President Trump: Keep summit as simple as possible https://t.co/Acudj31YOf https://t.co/UdtLZYezi1,39
239,-0.3818,2018-06-03 16:45:01+00:00,0.148,0.852,0.0,CBSNews,Rudy Giuliani adamant that President Trump would fight Mueller subpoena to testify in Russia probe… https://t.co/KD7y72xKYa,40
240,-0.6433,2018-06-03 16:29:44+00:00,0.226,0.774,0.0,CBSNews,More than six in 10 women voters in battleground districts say the president does not respect or understand people… https://t.co/sVwz3d4Le1,41
241,0.0,2018-06-03 16:14:47+00:00,0.0,1.0,0.0,CBSNews,"Rep. Will Hurd says GOP members have the votes to bring immigration bill to the House floor.

""Now is time to solve… https://t.co/q4wgmiJwnd",42
242,0.0,2018-06-03 16:00:02+00:00,0.0,1.0,0.0,CBSNews,Single mom who went into labor during final exam graduates from Harvard Law School https://t.co/GgBj9FyMM3 https://t.co/tSt7ZXjSJ6,43
243,0.0,2018-06-03 15:44:31+00:00,0.0,1.0,0.0,CBSNews,"Ohio Gov. John Kasich says he is ""very, very concerned"" about North Korea summit, and the U.S. must be ""extremely c… https://t.co/en3DRP869u",44
244,0.0,2018-06-03 15:29:51+00:00,0.0,1.0,0.0,CBSNews,"Kasich scolds GOP leaders for thinking ""they have to ask permission from the president to do anything."" (via… https://t.co/RhcK8pjljf",45
245,-0.3182,2018-06-03 15:14:24+00:00,0.095,0.905,0.0,CBSNews,"""I have been frankly shocked at the fact that our leaders think they have to ask permission from the president to d… https://t.co/n9OZmxtIga",46
246,-0.4019,2018-06-03 14:59:55+00:00,0.234,0.649,0.117,CBSNews,"CBS News Battleground Tracker: A closer look at the parties 

In battleground districts where control of House will… https://t.co/Fv6yBCiwRU",47
247,-0.25,2018-06-03 14:44:41+00:00,0.132,0.784,0.083,CBSNews,"2018 CBS News Battleground Tracker: Big gender gap 

There is a big gender gap in competitive districts: Democrats… https://t.co/lFkYQFjNQg",48
248,-0.4019,2018-06-03 14:36:25+00:00,0.13,0.87,0.0,CBSNews,"CBS News Battleground Tracker: The House is a toss-up 

CBS News' estimate is Democrats 219 - Republicans 216 in ti… https://t.co/kIM8GDgNir",49
249,-0.2023,2018-06-03 14:14:39+00:00,0.107,0.893,0.0,CBSNews,Idaho teacher charged after allegedly feeding puppy to snapping turtle in front of students https://t.co/C8IPr0GleL https://t.co/cUF6gykk40,50
250,0.0,2018-06-03 14:01:02+00:00,0.0,1.0,0.0,CBSNews,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/uBz5vcVBZd https://t.co/fw4rCfh2c2",51
251,-0.296,2018-06-03 13:40:34+00:00,0.237,0.591,0.172,CBSNews,"Many breast cancer patients can safely skip chemotherapy, major study finds https://t.co/Kcd2GeZe3j https://t.co/8gniV1gbQa",52
252,-0.6486,2018-06-03 13:20:53+00:00,0.202,0.798,0.0,CBSNews,Dog found dead inside cargo hold on Delta Airlines flight. He was an 8-year-old Pomeranian named Alejandro… https://t.co/dBdq8En9Sq,53
253,-0.6249,2018-06-03 13:03:04+00:00,0.267,0.733,0.0,CBSNews,"Fire erupts at scrap yard in Oakland, California, that's had trouble in the past https://t.co/FgeIs2Snuy https://t.co/6LQShqw9vq",54
254,-0.875,2018-06-03 12:48:04+00:00,0.526,0.474,0.0,CBSNews,"Report: 14-year-old stabbed, killed after fight that started over sleepover https://t.co/Fzh8NupmWE https://t.co/4LMNSkBtsY",55
255,0.4019,2018-06-03 12:33:04+00:00,0.0,0.838,0.162,CBSNews,"Far-right party leader calls Nazi era a ""speck of bird poop"" in German history https://t.co/J4eOVWWiPN https://t.co/fTlwpj5rER",56
