,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
377,0.0,2018-06-03 10:38:30+00:00,0.0,1.0,0.0,nytimes,Encounters: This Harry Potter Uses a Bow and Arrow. Not a Wand. https://t.co/2KLyUDzJKw,78
378,0.0,2018-06-03 10:36:15+00:00,0.0,1.0,0.0,nytimes,"Sunday Routine: How Angela Goding, of MoMA PS1, Spends Her Sundays https://t.co/BDaXC9Lkdr",79
379,0.2716,2018-06-03 10:30:08+00:00,0.0,0.87,0.13,nytimes,Will a Canadian version of Donald Trump become leader of the country's most important province? https://t.co/i1gLYTDIsg,80
380,0.6369,2018-06-03 10:00:16+00:00,0.0,0.833,0.167,nytimes,"Pedro Markun once thought hacking Brazil’s political system was the best way to change it. Now, he wants to do more… https://t.co/DIb3KpEtxn",81
381,-0.3182,2018-06-03 09:33:36+00:00,0.18,0.71,0.109,nytimes,"The author Malcolm Gladwell: ""I would release 95% of prisoners if I had the chance"" https://t.co/eSrFSbsoHc",82
382,-0.34,2018-06-03 09:16:43+00:00,0.112,0.888,0.0,nytimes,The work culture for families has been stubbornly slow to change in Washington. Meet the federal regulator who brin… https://t.co/ln0ZRVntC8,83
383,0.0,2018-06-03 09:00:18+00:00,0.0,1.0,0.0,nytimes,The gear you’ll need to survive in the wilderness. (Or your backyard.) https://t.co/AUQEtB08Im,84
384,-0.34,2018-06-03 08:42:13+00:00,0.146,0.854,0.0,nytimes,"Trilobites: Ladybugs, Aphids and the Toxic Combat That Might Be Happening in Your Garden https://t.co/OFiK5yf0JQ",85
385,-0.296,2018-06-03 08:27:09+00:00,0.099,0.901,0.0,nytimes,"An R-rated movie with Melissa McCarthy and a cast of puppets can use the tagline ""No Sesame. All Street."" For now.  https://t.co/bVG1KqEG1y",86
386,0.9001,2018-06-03 08:10:35+00:00,0.0,0.519,0.481,nytimes,"In this environment, free of goals, free of the promise of a new challenge, you become a true human animal https://t.co/wU2D3oLMi8",87
387,-0.5994,2018-06-03 07:53:31+00:00,0.255,0.637,0.109,nytimes,"The good, the bad and the ugly of college admissions in the U.S.: college-bound high school seniors tell all https://t.co/Jt7aEuI9Jm",88
388,0.5106,2018-06-03 07:36:56+00:00,0.0,0.858,0.142,nytimes,A reader who always wondered how her father survived the Holocaust found the answer in one of our obituaries. “I ha… https://t.co/jdOwtN3UPV,89
389,0.0,2018-06-03 07:20:12+00:00,0.0,1.0,0.0,nytimes,"""What is the responsibility of a sibling for a sibling?"" https://t.co/yi7RoKC4a5",90
390,0.5719,2018-06-03 07:03:22+00:00,0.0,0.734,0.266,nytimes,"Egalitarian and sincere, Norway’s version of New Nordic cooking is frisky, witty and unpretentious https://t.co/qxsp1OZtaH",91
391,-0.0516,2018-06-03 06:46:33+00:00,0.196,0.616,0.188,nytimes,"Jonathan Kasdan on the romantic comedy that provided entree to ""Raiders,"" the highs and lows of his ""Star Wars"" wor… https://t.co/az9BXVlhSV",92
392,-0.3182,2018-06-03 06:29:54+00:00,0.126,0.874,0.0,nytimes,"Summer, once the dumping ground of television, is now the season with a little something for everyone https://t.co/zah4CJYrIz",93
393,0.4767,2018-06-03 06:13:24+00:00,0.0,0.846,0.154,nytimes,"Bill Clinton: ""I wanted to become a politician because I was fascinated by people, policy and politics. I read book… https://t.co/FibiADvaTo",94
394,0.0,2018-06-03 05:55:23+00:00,0.0,1.0,0.0,nytimes,Louder background music makes people choose less healthful foods https://t.co/8OBxjOMHUm,95
395,0.2263,2018-06-03 05:38:31+00:00,0.0,0.881,0.119,nytimes,"A photographer's 3-decade exploration of Hanoi, Vietnam, charts the city’s architectural, cultural and economic evo… https://t.co/Svhe9pIiFh",96
396,0.0,2018-06-03 05:21:26+00:00,0.0,1.0,0.0,nytimes,"In @NYTOpinion 

Op-Ed Contributor Margaret Renkl writes, ""I don't know what these legislators are thinking. Maybe… https://t.co/4lTN9bSdvG",97
397,0.3291,2018-06-03 05:03:44+00:00,0.0,0.821,0.179,nytimes,"""I want my son to feel the immediate ease I do when I walk into a room full of Southern voices, but I don’t want ot… https://t.co/nYdLWa8F2z",98
398,0.0,2018-06-03 04:45:28+00:00,0.0,1.0,0.0,nytimes,"Young adults are not only marrying and having children later in life than previous generations, but taking more tim… https://t.co/qeTRTtsRfg",99
399,-0.8442,2018-06-03 04:27:35+00:00,0.363,0.637,0.0,nytimes,"""The thought of either of my 2 sons harassing or assaulting another person, or being victims themselves, is enough… https://t.co/jD5QFTmW10",100
400,0.5423,2018-06-04 02:19:13+00:00,0.0,0.811,0.189,FoxNews,".@DavidLimbaugh: ""We all start out with a presumption that the @FBI and @TheJusticeDept are honorable institutions.… https://t.co/5YdymKvtK9",1
401,-0.6486,2018-06-04 02:04:00+00:00,0.212,0.788,0.0,FoxNews,"'Builder to the stars,' his wife among 4 reported dead after plane crashes off New York coast https://t.co/A5ZHAINqsz",2
402,-0.4215,2018-06-04 01:58:01+00:00,0.237,0.763,0.0,FoxNews,Gaza preschoolers seen performing mock execution of Israeli soldier https://t.co/d8V3NsFSxG,3
403,0.5859,2018-06-04 01:54:50+00:00,0.0,0.745,0.255,FoxNews,".@GovMikeHuckabee: 'Please, God, Let Nancy Pelosi Continue to Be the Voice of the Democratic Party' https://t.co/1zWZ3neFVH",4
404,0.0,2018-06-04 01:48:55+00:00,0.0,1.0,0.0,FoxNews,Homelessness by state. @NextRevFNC https://t.co/JkphdMznsF,5
405,-0.5719,2018-06-04 01:46:10+00:00,0.266,0.622,0.112,FoxNews,Indiana police officers support daughter of fallen trooper at graduation more than 10 years after his death https://t.co/RLo2QV4yK3,6
406,0.25,2018-06-04 01:36:18+00:00,0.0,0.889,0.111,FoxNews,".@BradSherman: ""Once we get comprehensive immigration reform, then California will fully cooperate. Why are we tryi… https://t.co/UVpN6T1FvV",7
407,-0.7906,2018-06-04 01:31:55+00:00,0.304,0.696,0.0,FoxNews,".@GovernorDavis on immigration in California: ""The state has one obligation, to reduce crime. To get crime solved,… https://t.co/2hrnxWy6X4",8
408,-0.4767,2018-06-04 01:22:47+00:00,0.275,0.611,0.115,FoxNews,".@AntonioSabatoJr: ""There's a difference between legal and illegal immigration."" @NextRevFNC https://t.co/97nm2kxvIo",9
409,0.3612,2018-06-04 01:16:12+00:00,0.0,0.878,0.122,FoxNews,".@KennedyNation on Russia probe: ""I think John Brennan, like James @Comey, they think they're saviors of these gild… https://t.co/BRe4zHXYfq",10
410,0.0,2018-06-04 01:07:59+00:00,0.0,1.0,0.0,FoxNews,".@KennedyNation: ""There's always a disconnect between the way Washington sees the economy and the way families see… https://t.co/fMdKTR67GY",11
411,-0.296,2018-06-04 00:59:25+00:00,0.167,0.833,0.0,FoxNews,"High school biology teacher, 34, accused of having sex with student https://t.co/1TNSKr6P6S",12
412,-0.6597,2018-06-04 00:53:00+00:00,0.351,0.649,0.0,FoxNews,Portland sees bloody fighting as Antifa activists storm Patriot Prayer rally https://t.co/KUondrTvuy,13
413,0.0,2018-06-04 00:46:00+00:00,0.0,1.0,0.0,FoxNews,Patriotic Business Pushes Back After Town Tells It to Remove 'Excessive' American Flags https://t.co/xdQLQoXMUI,14
414,0.3182,2018-06-04 00:41:00+00:00,0.0,0.839,0.161,FoxNews,OPINION: Here are ten ways to pray for our high school graduates  https://t.co/RNcYMNtV7K,15
415,-0.8176,2018-06-04 00:32:33+00:00,0.385,0.615,0.0,FoxNews,"Dallas woman says she killed husband for beating their pet cat, cops say https://t.co/xOMiV6fqIb",16
416,-0.4404,2018-06-04 00:22:25+00:00,0.34,0.503,0.157,FoxNews,"'Fight Club' author learns big reason why he's broke, apologizes https://t.co/1Ex6FK8BBZ",17
417,-0.5574,2018-06-04 00:17:15+00:00,0.286,0.714,0.0,FoxNews,'Solo: A Star Wars Story' plummeting at the box office https://t.co/9ANVkdsv65,18
418,-0.4404,2018-06-04 00:12:15+00:00,0.132,0.868,0.0,FoxNews,"RT @FoxNewsResearch: African-American Unemployment Rate:
•May 2010: 15.5%
•May 2011: 16.3%
•May 2012: 13.5%
•May 2013: 13.4%
•May 2014: 11.…",19
419,0.6369,2018-06-04 00:04:41+00:00,0.0,0.754,0.246,FoxNews,"RT @FoxNewsResearch: U.S. Share of Global Military Spending
—2017—
•Ranks as world's top spender
•$610 billion, 35% of global share
•Down f…",20
420,0.128,2018-06-03 23:59:06+00:00,0.0,0.824,0.176,FoxNews,Legal bare-knuckle boxing kicks off in Wyoming https://t.co/GVeQhrZmC5,21
421,-0.5423,2018-06-03 23:54:14+00:00,0.259,0.741,0.0,FoxNews,"Guatemala volcano kills at least 6, covers villages in ash https://t.co/P8GiPf4XJS",22
422,0.0,2018-06-03 23:48:34+00:00,0.0,1.0,0.0,FoxNews,".@larry_kudlow on NK summit: ""The key point is that we're sitting down. And the second key point is that the presid… https://t.co/RB2obq3U66",23
423,-0.5096,2018-06-03 23:39:24+00:00,0.223,0.777,0.0,FoxNews,".@larry_kudlow on tariffs: ""If you don't have a level playing field, you can't operate free trade."" #FoxNewsSunday… https://t.co/xaRSsCUxi4",24
424,0.3595,2018-06-03 23:39:00+00:00,0.0,0.849,0.151,FoxNews,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/KRHjcUfAdo,25
425,0.0,2018-06-03 23:18:00+00:00,0.0,1.0,0.0,FoxNews,.@Lavarbigballer has a message for @NFL players who disapprove of the national anthem policy — stand up or get out.… https://t.co/bvsrVr1XAc,26
426,0.1154,2018-06-03 23:12:02+00:00,0.0,0.925,0.075,FoxNews,".@CLewandowski_: ""@POTUS has offered to sit down with the Mueller investigators but he has said...they want to unde… https://t.co/pmHg7lWqdF",27
427,0.5423,2018-06-03 22:55:08+00:00,0.152,0.464,0.384,FoxNews,"Despair, hope and drugs in America: Is anyone safe? https://t.co/efhC6Z0YJx",28
428,-0.8519,2018-06-03 22:49:46+00:00,0.41,0.537,0.054,FoxNews,Alabama death row inmate apparently commits suicide by hanging himself in jail cell https://t.co/cUmLPCZfvj,29
429,0.0,2018-06-03 22:39:42+00:00,0.0,1.0,0.0,FoxNews,Bill Clinton says impeachment hearings would have begun already if a Democrat were president  https://t.co/TWY3zf1R6R,30
430,0.0,2018-06-03 22:34:28+00:00,0.0,1.0,0.0,FoxNews,"#RoyalWedding expert 'Thomas J. Mace-Archer-Mills' is actually 'Tommy' from NY, reports say https://t.co/Lc2etr4Y3T",31
431,0.2732,2018-06-03 22:22:00+00:00,0.0,0.792,0.208,FoxNews,.@jimmyfallon gives surprise speech at Stoneman Douglas graduation https://t.co/B1x3Xe3gAQ,32
432,0.0,2018-06-03 22:15:00+00:00,0.0,1.0,0.0,FoxNews,Michael Goodwin: James Comey isn't above the law https://t.co/kxnW3mn3t1,33
433,-0.6249,2018-06-03 22:07:00+00:00,0.339,0.661,0.0,FoxNews,Sales for @MariahCarey's Vegas shows are 'a disaster'  https://t.co/eakfBAynqA,34
434,0.0,2018-06-03 21:58:00+00:00,0.0,1.0,0.0,FoxNews,.@dangainor: Roseanne Barr is off TV but Samantha Bee is still on -- just another example of the media’s double sta… https://t.co/k0zJOYKFBV,35
435,0.3612,2018-06-03 21:49:00+00:00,0.0,0.884,0.116,FoxNews,".@JonHuntsman: ""@POTUS has stated before that he would like to get together with President Putin at some point and… https://t.co/vFLvPFl61l",36
436,-0.5207,2018-06-03 21:42:12+00:00,0.204,0.796,0.0,FoxNews,"A young girl couldn't wait to greet her relative from the 4th Infantry Brigade Combat Team (Airborne), 25th Infantr… https://t.co/YyaxfO0Swb",37
437,0.128,2018-06-03 21:40:00+00:00,0.143,0.683,0.174,FoxNews,Peggy Noonan: America’s lost faith in itself. We can bring it back https://t.co/GToL36Lo1U,38
438,0.0,2018-06-03 21:30:00+00:00,0.0,1.0,0.0,FoxNews,".@JonHuntsman: ""Every foreign policy pundit and analyst who would've been asked a few years ago never would've pred… https://t.co/aHYUQ9LjRl",39
439,0.7096,2018-06-03 21:22:00+00:00,0.091,0.576,0.333,FoxNews,".@SpeakerBoehner: ""There is no Republican Party. There's a Trump Party. The Republican Party is kind of taking a na… https://t.co/t6BB7dX92H",40
440,-0.2263,2018-06-03 21:16:21+00:00,0.128,0.872,0.0,FoxNews,LaVar Ball to NFL Protesters: Stand for the National Anthem or 'Get Out' https://t.co/AYm4GvFKj1,41
441,0.0,2018-06-03 21:04:43+00:00,0.0,1.0,0.0,FoxNews,".@newtgingrich: ""I would predict today we're closer to a red wave than a #bluewave in terms of the fall campaign."" https://t.co/9zNrDbRLrz",42
442,0.3262,2018-06-03 21:00:00+00:00,0.0,0.873,0.127,FoxNews,".@MariaBartiromo: ""We're talking about almost 5% economic growth - there is NOTHING that @NancyPelosi just said tha… https://t.co/J8nyvBfZhG",43
443,0.7557,2018-06-03 21:00:00+00:00,0.0,0.707,0.293,FoxNews,‘Despair and Hope in America: Fox News Investigates’ – Watch this preview and don't miss part one of this special s… https://t.co/UEGUdqxe7n,44
444,-0.5994,2018-06-03 20:57:21+00:00,0.308,0.692,0.0,FoxNews,".@BillClinton Pushes Back on Gillibrand Saying He Should've Resigned Over Lewinsky Scandal 
 https://t.co/4kE4PRGO5Y",45
445,0.0,2018-06-03 20:52:20+00:00,0.0,1.0,0.0,FoxNews,Three stranded in Kilauea lava zone are airlifted; cops cite 7 others for loitering near lava https://t.co/1g23BSVdGA,46
446,-0.2023,2018-06-03 20:45:36+00:00,0.107,0.893,0.0,FoxNews,"On ""Justice,"" Anthony @Scaramucci reflected on the controversial comments made by Samantha Bee against @IvankaTrump… https://t.co/YTvgKpD0gr",47
447,0.2732,2018-06-03 20:45:22+00:00,0.0,0.896,0.104,FoxNews,"Jonathan Wachtel on North Korea: ""We could have a move toward having nuclear energy as an option for them.""… https://t.co/fHiCDcmtP4",48
448,0.0,2018-06-03 20:38:33+00:00,0.0,1.0,0.0,FoxNews,"Jonathan Wachtel: ""The nuclear arsenal that Kim Jong Un has now is his life insurance."" https://t.co/PZcpa5sWSO https://t.co/w9jziej6ct",49
449,-0.6249,2018-06-03 20:36:40+00:00,0.332,0.537,0.132,FoxNews,Prostitutes and British tourists in violent clashes at notorious party resort in Spain https://t.co/wvZY80yD3o,50
450,-0.872,2018-06-03 20:25:30+00:00,0.476,0.524,0.0,FoxNews,Suspect arrested after gunfire heard near San Diego marathon; police say no ongoing threat https://t.co/osWYIuwc6H https://t.co/cAYUcCVzhM,51
451,0.0,2018-06-03 20:16:38+00:00,0.0,1.0,0.0,FoxNews,"Despite drop-ins by Alec Baldwin, Robert De Niro, Mississippi election season sees unexpected star: civility https://t.co/Dwg6cI0ReS",52
452,-0.0258,2018-06-03 20:05:17+00:00,0.154,0.697,0.149,FoxNews,".@DineshDSouza: ""My favorite term is the 'double jeopardy loophole' - so this basic Constitutional protection, Ed,… https://t.co/mvQ27GnIkG",53
453,-0.6486,2018-06-03 19:53:57+00:00,0.306,0.694,0.0,FoxNews,BREAKING: Suspect arrested after shots heard near finish line of San Diego marathon https://t.co/iNx7E3VwAY,54
454,0.5106,2018-06-03 19:44:00+00:00,0.0,0.708,0.292,FoxNews,Maine police rescue a dozen ducklings from sewer grate https://t.co/mHTl5sJj1x,55
455,0.0,2018-06-03 19:38:00+00:00,0.0,1.0,0.0,FoxNews,"Remains of 8 veterans, long unclaimed, buried in San Antonio  https://t.co/1K6hmW1iaP",56
456,-0.6597,2018-06-03 19:31:06+00:00,0.306,0.694,0.0,FoxNews,"Many breast cancer patients can skip chemo, big study finds https://t.co/Ybfe9SItCf",57
457,-0.8176,2018-06-03 19:27:00+00:00,0.385,0.615,0.0,FoxNews,"Dallas woman says she killed husband for beating their pet cat, cops say https://t.co/ifDwufNs4s",58
458,-0.8316,2018-06-03 19:21:00+00:00,0.457,0.43,0.113,FoxNews,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" https://t.co/ANE9uICCZl",59
459,-0.4939,2018-06-03 19:15:01+00:00,0.242,0.758,0.0,FoxNews,San Diego marathon scare: Gunfire reported from rooftop overlooking race https://t.co/iNx7E3VwAY,60
460,-0.3612,2018-06-03 19:15:00+00:00,0.143,0.857,0.0,FoxNews,"On ""Justice,"" @RealCandaceO told @JudgeJeanine how difficult it is to be a conservative on campus today.… https://t.co/OmHTQgUTpk",61
461,-0.9062,2018-06-03 19:10:25+00:00,0.653,0.347,0.0,FoxNews,Police hunt murder suspect in Connecticut mom's killing https://t.co/ERPKCcBc3d,62
462,0.4019,2018-06-03 19:04:06+00:00,0.0,0.881,0.119,FoxNews,".@brithume on NK summit: ""I think the president's seeming eagerness for all of this to go forward is a little troub… https://t.co/BQgWhWVAIc",63
463,0.0,2018-06-03 19:00:21+00:00,0.0,1.0,0.0,FoxNews,".@larry_kudlow: ""In the world trade game, rule breaking is all over the place. That's why I think that the presiden… https://t.co/O08Fq0HcML",64
464,0.0,2018-06-03 18:59:20+00:00,0.0,1.0,0.0,FoxNews,May jobs report. #FoxNewsSunday https://t.co/XIIaQOe6FA,65
465,0.3724,2018-06-03 18:56:10+00:00,0.0,0.862,0.138,FoxNews,".@larry_kudlow on tariffs: ""The NAFTA talks haven't broken down. We're still having those conversations. And we're… https://t.co/lpIf0oleor",66
466,0.0,2018-06-03 18:56:00+00:00,0.0,1.0,0.0,FoxNews,President @realDonaldTrump's tariffs. #FoxNewsSunday https://t.co/3VOpeAr4uq,67
467,-0.5096,2018-06-03 18:53:12+00:00,0.223,0.777,0.0,FoxNews,".@larry_kudlow on tariffs: ""if you don't have a level playing field, you can't operate free trade."" #FoxNewsSunday… https://t.co/AKp6N4lKH0",68
468,0.0,2018-06-03 18:51:11+00:00,0.0,1.0,0.0,FoxNews,.@newtgingrich: We're Closer to a 'Red Wave' Than a 'Blue Wave' in November https://t.co/LrJ2rP94jo,69
469,-0.3597,2018-06-03 18:50:08+00:00,0.135,0.865,0.0,FoxNews,".@larry_kudlow on tariffs: ""The World Trade Organization, which sets these rules, has been totally ineffectual. It… https://t.co/4J0aWxCQp3",70
470,-0.5267,2018-06-03 18:49:02+00:00,0.224,0.691,0.085,FoxNews,".@larry_kudlow on tariff retaliation threats: ""This is a trade dispute, if you will. It can be solved if people wor… https://t.co/3PpUplTxAM",71
471,0.6486,2018-06-03 18:46:52+00:00,0.0,0.69,0.31,FoxNews,".@larry_kudlow on tariffs: ""[@POTUS] has declared our steel industry a national security matter and he hopes throug… https://t.co/AcOaSsJIL5",72
472,0.0,2018-06-03 18:44:21+00:00,0.0,1.0,0.0,FoxNews,"@larry_kudlow on NK summit: ""Now, as we head into the negotiations, I think the president is being very realistic a… https://t.co/KuXXjYC7bW",73
473,-0.6124,2018-06-03 18:43:34+00:00,0.267,0.733,0.0,FoxNews,"After Roseanne's racist tweet, Obama ally Valerie Jarrett starts wooing voters https://t.co/NWJbG0Oaax",74
474,0.3595,2018-06-03 18:39:00+00:00,0.0,0.849,0.151,FoxNews,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/rHd4sahcys,75
475,0.0,2018-06-03 18:36:21+00:00,0.0,1.0,0.0,FoxNews,".@larry_kudlow on NK summit: ""The key point is that we're sitting down. And the second key point is that the presid… https://t.co/AyXMO2idNl",76
476,0.0,2018-06-03 18:34:38+00:00,0.0,1.0,0.0,FoxNews,"On ""Sunday Morning Futures,"" Rep. @DevinNunes, a Republican from California, weighed on in Google, which came under… https://t.co/xx73c5i32z",77
477,-0.6486,2018-06-03 18:30:30+00:00,0.249,0.751,0.0,FoxNews,Dog found dead in crate during Delta Air Lines layover for cross-country flight https://t.co/a3noVwIITC,78
478,0.6486,2018-06-03 18:29:17+00:00,0.0,0.657,0.343,FoxNews,".@CLewandowski_ on @POTUS' pardons: ""Under the Constitution, he has the legal authority to pardon anybody. That's a… https://t.co/vIIhFd7asa",79
479,0.4215,2018-06-03 18:26:51+00:00,0.109,0.644,0.248,FoxNews,".@CLewandowski_: ""[President @realDonaldTrump] clearly respects the rule of law in the country. There's no question… https://t.co/xR7ef4FAKJ",80
480,0.1154,2018-06-03 18:25:31+00:00,0.0,0.925,0.075,FoxNews,".@CLewandowski_: ""@POTUS has offered to sit down with the Mueller investigators but he has said...they want to unde… https://t.co/l6KMXxyPmZ",81
481,0.7557,2018-06-03 18:23:00+00:00,0.0,0.695,0.305,FoxNews,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part one of this special series on ‘Fox Report,’… https://t.co/mcfNj4pofE",82
482,-0.296,2018-06-03 18:07:29+00:00,0.167,0.833,0.0,FoxNews,Idaho teacher accused of feeding live puppy to turtle faces charge https://t.co/EpND6hOisM,83
483,-0.296,2018-06-03 17:55:17+00:00,0.115,0.885,0.0,FoxNews,"Robert Mueller needs to 'man up,' avoid pulling 'another Comey' as Russia probe wraps up, Giuliani says https://t.co/fpgGFOr8hv",84
484,-0.3818,2018-06-03 17:42:24+00:00,0.12,0.88,0.0,FoxNews,".@RealCandaceO: ""You see so many students that are speaking out saying that their professors are upset with them fo… https://t.co/hiZ0QV4gSH",85
485,0.0,2018-06-03 17:32:00+00:00,0.0,1.0,0.0,FoxNews,"""Last month, 200,000 more black Americans had jobs than they had the month before. Absolutely remarkable.""

On… https://t.co/JbmpugFzFB",86
486,0.2263,2018-06-03 17:28:37+00:00,0.0,0.899,0.101,FoxNews,".@Scaramucci: ""What hasn't been mentioned all week is that President Clinton also pardoned his brother Roger Clinto… https://t.co/NwjQAq0hCW",87
487,-0.7003,2018-06-03 17:26:40+00:00,0.326,0.674,0.0,FoxNews,Georgia cop fired after hitting suspect fleeing on foot with his patrol car https://t.co/xUjCCiJr38,88
488,0.0,2018-06-03 17:15:46+00:00,0.0,1.0,0.0,FoxNews,".@KellyannePolls: ""One eighth of our U.S. Circuit Court now includes a Trump judge."" https://t.co/QApBQwuHG8",89
489,0.128,2018-06-03 17:09:44+00:00,0.152,0.662,0.185,FoxNews,".@Peggynoonannyc: America’s lost faith in itself. We can bring it back
https://t.co/OKrBq90KYc",90
490,0.8126,2018-06-03 17:06:16+00:00,0.0,0.519,0.481,FoxNews,"Woman, childhood best friend are revealed to be half-siblings https://t.co/WHVft0PrH0",91
491,0.5707,2018-06-03 17:01:00+00:00,0.0,0.83,0.17,FoxNews,"TONIGHT: A brand new ""Life, Liberty, and Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/KcIyJeV36Z",92
492,-0.4404,2018-06-03 16:49:20+00:00,0.139,0.861,0.0,FoxNews,".@cvpayne: ""Last month, 76,000 blacks entered the labor force. The unemployment rate for black Americans went to an… https://t.co/0o5Fp0Ke7T",93
493,0.0,2018-06-03 16:41:00+00:00,0.0,1.0,0.0,FoxNews,"On @NextRevFNC, @SteveHiltonx investigates Gov. Jerry Brown's policies and their effect on California. Tune in toni… https://t.co/P2SpGanG8M",94
494,0.7096,2018-06-03 16:32:00+00:00,0.091,0.576,0.333,FoxNews,".@SpeakerBoehner: ""There is no Republican Party. There's a Trump Party. The Republican Party is kind of taking a na… https://t.co/fr6L4MPCmb",95
495,-0.8176,2018-06-03 16:30:25+00:00,0.333,0.667,0.0,FoxNews,"'Builder to the stars,' his wife among 4 feared dead after plane crashes off New York coast https://t.co/ZoreukG5Yn",96
496,0.4939,2018-06-03 16:19:37+00:00,0.0,0.814,0.186,FoxNews,"On ""Sunday Morning Futures,"" @WhiteHouse Trade Policy Director Peter Navarro praised President @realDonaldTrump's e… https://t.co/H2hR2LtS9D",97
497,0.7351,2018-06-03 16:14:02+00:00,0.0,0.492,0.508,FoxNews,".@NancyPelosi hits bonuses, tax benefits as ""crumbs."" https://t.co/zNcp4a2nBn",98
498,0.8176,2018-06-03 16:07:00+00:00,0.0,0.694,0.306,FoxNews,"The team you trust. The network you love.

Watch 'Hannity,' weeknights at 9p ET on Fox News Channel. https://t.co/7tl5PucYOi",99
499,-0.7096,2018-06-03 15:54:00+00:00,0.247,0.753,0.0,FoxNews,".@newtgingrich: ""Menendez in NJ is in trouble because of his scandals. I think we're very likely to pick up Florida… https://t.co/BABYpgEew5",100
